as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2016,33-0962918,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,108,Not applicable,3,Loan originated,1,"Atlanta, Sandy Springs, Roswell - GA",12060.0,Georgia,GA,13.0,DeKalb County,89.0,233.09,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,1331,9553.0,98.54000091552734,67200.0,68.12000274658203,2471.0,3562.0,0
2016,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,200,Not applicable,3,Loan purchased by the institution,6,"Visalia, Porterville - CA",47300.0,California,CA,6.0,Tulare County,107.0,10.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Female,2,314.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,237593,19732.0,59.939998626708984,41800.0,167.19000244140625,4000.0,5385.0,2
2016,26-0021318,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,107,Not applicable,3,Application denied by financial institution,3,,,Michigan,MI,26.0,Leelanau County,89.0,9702.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,46.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,20495,5323.0,19.309999465942383,52600.0,124.83999633789062,1902.0,2865.0,0
2016,54-0259290,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,1350,Not applicable,3,Loan originated,1,"Atlanta, Sandy Springs, Roswell - GA",12060.0,Georgia,GA,13.0,DeKalb County,89.0,224.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,444.0,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,12963,4444.0,15.81999969482422,67200.0,173.91000366210938,1075.0,1356.0,0
2016,0000061077,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,89,Preapproval was requested,1,Application denied by financial institution,3,Akron - OH,10420.0,Ohio,OH,39.0,Summit County,153.0,5314.05,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,47.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,"Insufficient cash (downpayment, closing costs)",5.0,,Not a HOEPA loan,2,Secured by a first lien,1,,,901,4195.0,9.130000114440918,66900.0,113.5500030517578,1277.0,1580.0,0
2016,26-0777326,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,294,Not applicable,3,Application withdrawn by applicant,4,"Nashville-Davidson, Murfreesboro, Franklin - TN",34980.0,Tennessee,TN,47.0,Rutherford County,149.0,403.07,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,126.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,8011,2840.0,14.579999923706056,66600.0,158.22000122070312,1001.0,1029.0,0
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,261,Not applicable,3,Loan purchased by the institution,6,"Deltona, Daytona Beach, Ormond Beach - FL",19660.0,Florida,FL,12.0,Volusia County,127.0,832.07,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,207654,6178.0,10.100000381469728,51700.0,122.0500030517578,2328.0,2877.0,2
2016,38-2799035,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,332,Not applicable,3,Loan purchased by the institution,6,"Virginia Beach, Norfolk, Newport News - VA, NC",47260.0,Virginia,VA,51.0,Chesapeake city,550.0,210.12,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,114813,6109.0,11.020000457763672,69400.0,147.02000427246094,1968.0,2167.0,2
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,251,Not applicable,3,Loan purchased by the institution,6,"Portland, Vancouver, Hillsboro - OR, WA",38900.0,Oregon,OR,41.0,Multnomah County,51.0,68.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,238.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,962998,3394.0,11.460000038146973,73300.0,178.42999267578125,1106.0,1250.0,2
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,136,Not applicable,3,Loan purchased by the institution,6,Corpus Christi - TX,18580.0,Texas,TX,48.0,Aransas County,7.0,9503.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,56.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,944765,6609.0,32.20000076293945,58800.0,103.22000122070312,2248.0,2977.0,2
2016,0000008110,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,102,Not applicable,3,Loan originated,1,"Harrisburg, Carlisle - PA",25420.0,Pennsylvania,PA,42.0,Dauphin County,43.0,241.04,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,58.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,216,5829.0,17.190000534057617,72500.0,153.6300048828125,1660.0,2094.0,0
2016,0000504713,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,238,Not applicable,3,File closed for incompleteness,5,"New Haven, Milford - CT",35300.0,Connecticut,CT,9.0,New Haven County,9.0,1503.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,90.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,241505,3953.0,17.079999923706055,81000.0,99.41999816894533,1228.0,1358.0,0
2016,0000012311,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,440,Not applicable,3,Loan originated,1,"Warren, Troy, Farmington Hills - MI",47664.0,Michigan,MI,26.0,Oakland County,125.0,1581.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,439.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,12468,3170.0,16.059999465942383,77000.0,154.63999938964844,991.0,1013.0,0
2016,0000024688,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,150,Not applicable,3,Application denied by financial institution,3,,,,,,,,,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,30.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,798,,,,,,,0
2016,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,191,Not applicable,3,Loan originated,1,"Bend, Redmond - OR",13460.0,Oregon,OR,41.0,Deschutes County,17.0,10.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,43.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,421685,12537.0,14.75,59700.0,88.22000122070312,3188.0,4727.0,0
2016,0000004735,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,235,Not applicable,3,Application denied by financial institution,3,"Nassau County, Suffolk County - NY",35004.0,New York,NY,36.0,Suffolk County,103.0,1478.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,166.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,791,3905.0,7.25,106200.0,119.0500030517578,1115.0,1267.0,0
2016,0000025080,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,305,Not applicable,3,Loan originated,1,"Stockton, Lodi - CA",44700.0,California,CA,6.0,San Joaquin County,77.0,51.19,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,106.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,8851,6006.0,77.54000091552734,58600.0,126.25,1011.0,1497.0,0
2016,80-0233937,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,314,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,430.1,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,2353,5687.0,56.34000015258789,61400.0,136.5800018310547,1420.0,1728.0,0
2016,22-3039688,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,141,Not applicable,3,Application withdrawn by applicant,4,,,Oregon,OR,41.0,Coos County,11.0,11.0,Not Hispanic or Latino,2,No co-applicant,5,American Indian or Alaska Native,1,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,114394,5855.0,11.800000190734863,51900.0,84.83999633789062,1698.0,2690.0,0
2016,42-1739728,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,70,Not applicable,3,Application denied by financial institution,3,"Lexington, Fayette - KY",30460.0,Kentucky,KY,21.0,Jessamine County,113.0,601.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,56.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,11914,6834.0,8.979999542236328,66100.0,97.45999908447266,1488.0,2519.0,0
2016,13-6131491,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,127,Not applicable,3,Loan purchased by the institution,6,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Arapahoe County,5.0,815.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,39707,3039.0,7.309999942779541,80100.0,57.02000045776367,1917.0,314.0,2
2016,0000604024,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,138,Not applicable,3,Application denied by financial institution,3,,,Ohio,OH,39.0,Shelby County,149.0,9716.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,61.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,44,4907.0,1.0199999809265137,55400.0,116.06999969482422,1595.0,2052.0,0
2016,0000001367,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,30,Not applicable,3,Loan originated,1,"Austin, Round Rock - TX",12420.0,Texas,TX,48.0,Williamson County,491.0,203.19,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,140.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,911,4910.0,31.690000534057617,77800.0,112.20999908447266,1153.0,1534.0,0
2016,62-1859487,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,314,Not applicable,3,Loan originated,1,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,6404.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,108.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,15096,3190.0,33.7599983215332,74700.0,92.05999755859376,962.0,1070.0,0
2016,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,104,Not applicable,3,Loan originated,1,,,Texas,TX,48.0,Howard County,227.0,9506.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,70.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,299123,4141.0,36.5099983215332,52400.0,106.02999877929688,1155.0,1551.0,0
2016,0000339858,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,130,Not applicable,3,Loan originated,1,Oklahoma City - OK,36420.0,Oklahoma,OK,40.0,Cleveland County,27.0,2016.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Male,1,76.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1831,3671.0,26.040000915527344,63700.0,90.81999969482422,1066.0,1465.0,0
2016,0000014369,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,147,Not applicable,3,Application withdrawn by applicant,4,Rockford - IL,40420.0,Illinois,IL,17.0,Winnebago County,201.0,39.04,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,89.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,507,4895.0,8.270000457763672,58000.0,115.83999633789062,1243.0,1704.0,0
2016,0000016889,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,170,Not applicable,3,Loan originated,1,,,Georgia,GA,13.0,Gilmer County,123.0,805.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,336.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,3140,4114.0,7.050000190734863,45300.0,115.88999938964844,1180.0,2217.0,0
2016,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,99,Not applicable,3,Application withdrawn by applicant,4,Tulsa - OK,46140.0,Oklahoma,OK,40.0,Tulsa County,143.0,67.08,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,64.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,303508,5598.0,15.09000015258789,61400.0,182.4900054931641,1774.0,1972.0,0
2016,20-3702275,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,358,Not applicable,3,Loan originated,1,Columbus - OH,18140.0,Ohio,OH,39.0,Delaware County,41.0,117.4,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,169.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,17117,5143.0,12.479999542236328,69100.0,214.33999633789065,1575.0,1683.0,0
2016,7162800002,Department of Housing and Urban Development,HUD,7,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,83,Not applicable,3,Application denied by financial institution,3,,,Georgia,GA,13.0,Bulloch County,31.0,1101.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,60.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,16306,3981.0,31.5,45300.0,107.63999938964844,1000.0,1699.0,0
2016,0000504713,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,153,Not applicable,3,Loan purchased by the institution,6,"Phoenix, Mesa, Scottsdale - AZ",38060.0,Arizona,AZ,4.0,Pinal County,21.0,17.04,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,323786,6420.0,48.88999938964844,62900.0,101.44000244140624,1460.0,2727.0,2
2016,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,202,Not applicable,3,Loan originated,1,"Albany, Schenectady, Troy - NY",10580.0,New York,NY,36.0,Schenectady County,93.0,320.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,131.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,326729,6447.0,16.690000534057617,82000.0,118.11000061035156,1781.0,1918.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,938,Not applicable,3,Application withdrawn by applicant,4,"San Jose, Sunnyvale, Santa Clara - CA",41940.0,California,CA,6.0,Santa Clara County,85.0,5074.02,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,Asian,2,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Female,2,"Information not provided by applicant in mail, Internet, or telephone application",3,401.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,459218,3881.0,40.88999938964844,105200.0,158.61000061035156,1118.0,1466.0,0
2016,46-3676810,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,393,Not applicable,3,Application withdrawn by applicant,4,Richmond - VA,40060.0,Virginia,VA,51.0,Henrico County,87.0,2001.07,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,1196,7854.0,25.200000762939453,72400.0,139.4600067138672,1874.0,2312.0,0
2016,41-2181683,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,188,Preapproval was not requested,2,Loan originated,1,Bloomington - IL,14010.0,Illinois,IL,17.0,McLean County,113.0,5.05,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,88.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,1444,5508.0,18.6299991607666,86800.0,164.3000030517578,1602.0,1675.0,0
2016,0542409990,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,344,Preapproval was not requested,2,Loan originated,1,Reno - NV,39900.0,Nevada,NV,32.0,Washoe County,31.0,22.1,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,221.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,12895,2137.0,13.100000381469728,67000.0,119.30999755859376,743.0,857.0,0
2016,0001189117,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,Manufactured housing,2,Refinancing,3,Owner-occupied as a principal dwelling,1,35,Not applicable,3,Application denied by financial institution,3,,,North Carolina,NC,37.0,Stanly County,167.0,9301.02,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,19.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,28011,3804.0,19.09000015258789,47600.0,115.0999984741211,1101.0,1687.0,0
2016,0000233031,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,130,Not applicable,3,Application denied by financial institution,3,"Chattanooga - TN, GA",16860.0,Tennessee,TN,47.0,Hamilton County,65.0,113.23,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,110.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,42376,5463.0,21.200000762939453,61300.0,154.35000610351562,1764.0,2281.0,0
2016,0000068187,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,247,Not applicable,3,Application approved but not accepted,2,Elgin - IL,20994.0,Illinois,IL,17.0,Kane County,89.0,8524.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,135.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,260,8405.0,6.809999942779541,82500.0,171.44000244140625,2673.0,2848.0,0
2016,7505400005,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,300,Not applicable,3,Loan purchased by the institution,6,"Los Angeles, Long Beach, Glendale - CA",31084.0,California,CA,6.0,Los Angeles County,37.0,4634.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,112342,5752.0,54.41999816894531,62400.0,190.6300048828125,1027.0,1625.0,2
